type,subtype,updated_type,updated_subtype,updated_subsubtype,binned_latitude,binned_longitude,alert_count
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.88,-87.66,26
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.94,-87.84,26
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.8,-87.76,26
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.84,-87.63,26
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,42.02,-87.68,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.8,-87.76,26
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.99,-87.75,26
JAM,Unclassified,Jam,Unclassified,Unclassified,41.73,-87.59,26
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.95,-87.64,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.83,-87.67,26
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.99,-87.75,26
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.99,-87.81,26
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.93,-87.64,26
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.89,-87.62,26
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.97,-87.74,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.71,-87.58,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.98,-87.72,26
JAM,Unclassified,Jam,Unclassified,Unclassified,41.84,-87.62,26
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.96,-87.67,26
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.7,-87.59,26
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.97,-87.66,26
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.86,-87.64,26
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.94,-87.65,26
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.65,-87.58,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.96,-87.77,26
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.95,-87.75,26
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.85,-87.72,26
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.95,-87.68,26
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.83,-87.63,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.76,-87.62,26
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.95,-87.74,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.78,-87.59,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.93,-87.76,26
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.89,-87.65,26
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.83,-87.68,26
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.92,-87.73,26
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.83,-87.61,26
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.83,-87.65,26
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.91,-87.73,26
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.81,-87.74,26
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.79,-87.71,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.88,-87.76,26
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.98,-87.75,26
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.95,-87.65,26
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.89,-87.75,26
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.79,-87.61,26
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.73,-87.62,26
JAM,Unclassified,Jam,Unclassified,Unclassified,41.75,-87.71,26
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.77,-87.73,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.85,-87.71,26
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.84,-87.74,26
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.95,-87.69,26
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.83,-87.64,26
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.92,-87.7,26
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.75,-87.58,26
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.72,-87.65,26
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.78,-87.72,26
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.96,-87.8,26
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.87,-87.76,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.88,-87.71,26
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.99,-87.73,26
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.99,-87.69,26
JAM,Unclassified,Jam,Unclassified,Unclassified,41.75,-87.59,26
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.94,-87.64,26
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.78,-87.63,26
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.84,-87.66,26
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.84,-87.67,26
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.72,-87.62,25
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.93,-87.8,25
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.87,-87.63,25
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.87,-87.68,25
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.75,-87.74,25
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.8,-87.72,25
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.79,-87.65,25
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.77,-87.62,25
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.88,-87.62,25
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.93,-87.74,25
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.87,-87.65,25
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.94,-87.77,25
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.98,-87.76,25
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.95,-87.77,25
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.98,-87.74,25
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.71,-87.65,25
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.92,-87.8,25
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.93,-87.69,25
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.8,-87.7,25
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.83,-87.64,25
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.75,-87.72,25
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.8,-87.8,25
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.87,-87.65,25
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.91,-87.68,25
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.98,-87.77,25
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.99,-87.69,25
JAM,Unclassified,Jam,Unclassified,Unclassified,41.83,-87.67,25
JAM,Unclassified,Jam,Unclassified,Unclassified,41.84,-87.73,25
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.94,-87.69,25
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.76,-87.8,25
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,42.0,-87.68,25
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.94,-87.81,25
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.67,-87.59,25
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.66,-87.58,25
JAM,Unclassified,Jam,Unclassified,Unclassified,41.69,-87.66,25
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.85,-87.69,25
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.78,-87.76,25
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.77,-87.72,25
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.98,-87.79,25
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.76,-87.59,25
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.83,-87.63,25
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.72,-87.64,25
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.92,-87.68,25
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.84,-87.61,25
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.91,-87.77,25
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.88,-87.73,25
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.88,-87.74,25
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.99,-87.71,25
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.74,-87.59,25
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.8,-87.69,25
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.66,-87.57,25
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.76,-87.6,25
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.94,-87.67,25
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.79,-87.75,25
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.87,-87.72,25
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.79,-87.75,25
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.78,-87.63,25
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.93,-87.68,25
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.99,-87.66,25
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.95,-87.84,25
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.89,-87.71,25
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,42.0,-87.73,25
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.83,-87.67,25
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.99,-87.77,25
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.94,-87.84,25
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.76,-87.68,25
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.78,-87.58,25
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.87,-87.68,25
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.69,-87.69,25
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.66,-87.58,25
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.76,-87.61,25
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.96,-87.69,25
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.83,-87.61,25
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.95,-87.71,25
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.92,-87.64,25
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.91,-87.69,25
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.78,-87.75,25
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.98,-87.66,25
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.94,-87.67,25
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,42.01,-87.66,25
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.98,-87.69,25
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.96,-87.72,24
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.99,-87.71,24
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.66,-87.64,24
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.92,-87.63,24
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.84,-87.61,24
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.78,-87.61,24
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.84,-87.66,24
JAM,Unclassified,Jam,Unclassified,Unclassified,41.77,-87.68,24
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,42.0,-87.77,24
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.88,-87.63,24
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.69,-87.66,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.74,-87.61,24
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.89,-87.71,24
JAM,Unclassified,Jam,Unclassified,Unclassified,41.89,-87.71,24
JAM,Unclassified,Jam,Unclassified,Unclassified,41.88,-87.71,24
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.9,-87.66,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.94,-87.76,24
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.97,-87.85,24
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.96,-87.64,24
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.69,-87.66,24
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.92,-87.68,24
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.76,-87.61,24
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.98,-87.66,24
JAM,Unclassified,Jam,Unclassified,Unclassified,41.85,-87.71,24
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.74,-87.7,24
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.92,-87.8,24
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.84,-87.69,24
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.95,-87.78,24
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.81,-87.58,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.98,-87.73,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.97,-87.7,24
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.79,-87.75,24
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.81,-87.68,24
JAM,Unclassified,Jam,Unclassified,Unclassified,41.79,-87.73,24
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.93,-87.67,24
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.92,-87.72,24
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.79,-87.64,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.92,-87.79,24
JAM,Unclassified,Jam,Unclassified,Unclassified,41.79,-87.69,24
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.95,-87.71,24
JAM,Unclassified,Jam,Unclassified,Unclassified,41.8,-87.7,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.97,-87.74,24
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.7,-87.59,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.72,-87.66,24
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.87,-87.73,24
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.68,-87.6,24
JAM,Unclassified,Jam,Unclassified,Unclassified,41.72,-87.65,24
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.94,-87.67,24
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,42.0,-87.81,24
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.87,-87.74,24
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.71,-87.67,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.99,-87.72,24
JAM,Unclassified,Jam,Unclassified,Unclassified,41.93,-87.78,24
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.95,-87.78,24
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.86,-87.66,24
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.99,-87.73,24
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.89,-87.7,24
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.98,-87.93,24
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.79,-87.74,24
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.97,-87.85,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.88,-87.75,24
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.94,-87.75,24
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.94,-87.73,24
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,42.01,-87.87,24
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,42.02,-87.67,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.95,-87.84,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.69,-87.68,24
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.84,-87.65,24
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.84,-87.71,24
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.95,-87.73,24
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.83,-87.67,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.88,-87.61,24
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.79,-87.8,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.91,-87.75,24
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.99,-87.67,24
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.85,-87.69,24
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.75,-87.63,24
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.78,-87.68,24
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.87,-87.78,23
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.85,-87.63,23
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.89,-87.63,23
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.88,-87.68,23
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.94,-87.63,23
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.98,-87.65,23
JAM,Unclassified,Jam,Unclassified,Unclassified,41.8,-87.6,23
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.98,-87.88,23
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,42.01,-87.69,23
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.75,-87.59,23
JAM,Unclassified,Jam,Unclassified,Unclassified,41.76,-87.62,23
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.95,-87.66,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.91,-87.77,23
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.87,-87.62,23
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.79,-87.58,23
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.94,-87.81,23
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.89,-87.69,23
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.82,-87.74,23
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.68,-87.67,23
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.9,-87.62,23
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.91,-87.63,23
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.78,-87.63,23
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.87,-87.65,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.95,-87.81,23
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.68,-87.72,23
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.88,-87.67,23
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.85,-87.66,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.88,-87.72,23
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.88,-87.63,23
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.98,-87.75,23
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.83,-87.64,23
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.75,-87.59,23
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.99,-87.74,23
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.85,-87.67,23
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.78,-87.76,23
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.87,-87.69,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.89,-87.67,23
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.77,-87.59,23
JAM,Unclassified,Jam,Unclassified,Unclassified,41.93,-87.8,23
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.85,-87.7,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.75,-87.7,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.75,-87.59,23
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.92,-87.69,23
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.94,-87.72,23
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.82,-87.73,23
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.95,-87.64,23
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.79,-87.58,23
